Title,Paper URL,Specific URL,Github URL,Language,Size,Activity,Age (years),Popularity,Documentation,Dependencies,Special features,Native Extensions,Custom Build,Complex Dependency Graph,Multi-Service Required,Pipeline Complexity,Model Size Heavy,Tested,Standalone Friendly,Entry Points (Scripts),Entry Points (Tests),Path / Source,Detection Method,Execution Command,Hardware (GPU/CPU),External Credentials,Dataset Dependency,Known problems,Terminate,Memory profile,Load profile
ShapeLLM-Omni,https://arxiv.org/abs/2506.01853,https://arxiv.org/pdf/2506.01853,https://github.com/JAMESYJL/ShapeLLM-Omni/,Python,15K LOC,Active,1,463 stars / 25 forks,README + examples,19,"Framework for 3D reconstruction, generation and shape understanding using LLM. Includes ShapeEval, OpenScene, point and mesh format support.", No,No,Yes,No,Yes,Yes,Yes,Yes,app.py (Primary); examples/ (demo scripts),test_3dvqvae.py ,"app.py
examples/
configs/
dataset_toolkits/
extensions/vox2seq/
trellis/
requirements.txt
templates.txt
test_3dvqvae.py
README.md ","README “Installation/Inference” shows app.py and example workflows
Repository tree exposes app.py plus examples/, configs/, dataset_toolkits/, test_3dvqvae.py ","PYTHONPATH=. python -c ""import importlib.util; print('ok' if importlib.util.spec_from_file_location('app','app.py') else 'missing')"" (source: README → app.py present)
PYTHONPATH=. python app.py (source: README → Inference)
PYTHONPATH=. pytest -q test_3dvqvae.py (source: tests file present)",GPU recommended (CPU possible but slow),None (HF token only if using gated models),None (operates on prompts/images; downloads weights on first run),,Yes,"main.py:
total_memory_forecasted: 282.114 MB
peak_memory_forecasted: 91.038 MB","main.py:
percent_cpu: 33.12
percent_gpu: 0.00"
GSCodec_Studio,https://arxiv.org/abs/2506.01822,https://arxiv.org/pdf/2506.01822,https://github.com/JasonLSC/GSCodec_Studio,Python,35.6K LOC,Active,1,88 stars / 7 forks,README present,16,Neural audio codec framework for generative speech compression with transformer models., No,No,Yes,No,Yes,Yes,No,Yes,main.py (Primary),,"main.py
README.md
configs/
models/
scripts/","README indicates main.py as runnable entry and usage
Repository root includes main.py and config/model folders","PYTHONPATH=. python main.py --help (source: main.py)
PYTHONPATH=. python -c ""import importlib.util; print('ok' if importlib.util.spec_from_file_location('main','main.py') else 'missing')"" (source: repo layout)",GPU recommended (CPU possible but slower),None,User-provided audio inputs (no fixed dataset bundled),,Yes,"main.py:
total_memory_forecasted: 211.942 MB
peak_memory_forecasted: 92.117 MB","main.py:
percent_cpu: 26.21
percent_gpu: 0.00"
CleanS2S,https://arxiv.org/abs/2506.01268,https://arxiv.org/pdf/2506.01268,https://github.com/opendilab/CleanS2S,Python,	3.5K LOC,Active,1,462 stars / 42 forks,README + Training Guide,18,Framework for clean and efficient SFT for seq2seq models. Introduces high-quality data filtering and LLM-guided revision., No,No,Yes,No,Yes,Yes,No,Yes,cleans2s_eval.py (Primary),,"cleans2s_eval.py
README.md
training_guide.md
configs/","README/Training Guide describe evaluation entry and config-based runs
Repository tree shows cleans2s_eval.py and configs/","PYTHONPATH=. python cleans2s_eval.py --help (source: README → Evaluation)
PYTHONPATH=. python -c ""import importlib.util; print('ok' if importlib.util.spec_from_file_location('eval','cleans2s_eval.py') else 'missing')"" (source: repo layout)",GPU recommended (CPU feasible only for tiny smoke tests),None (HF token only if using gated models),User-provided or HF datasets (may auto-download),,Yes,"cleans2s_eval.py:
total_memory_forecasted: 315.232 MB
peak_memory_forecasted: 141.127 MB","cleans2s_eval.py:
percent_cpu: 64.41
percent_gpu: 0.00"
OpenPAR,https://arxiv.org/abs/2505.23313,https://arxiv.org/pdf/2505.23313,https://github.com/Event-AHU/OpenPAR,Python,28.5K LOC,Active,2,142 stars / 19 forks,Basic README (no API docs),20,"Open-source implementation of 3D pose alignment with detailed modular components for training, evaluation, and visualization; integrates synthetic datasets; supports both transformer and CNN backbones.", No,No,Yes,No,Yes,Yes,No,Yes,main.py (Primary),,"main.py
README.md
configs/
data/
scripts/",README minimal usage; repository layout exposes main.py and configs/data/scripts,"PYTHONPATH=. python main.py --help (source: repo layout)
PYTHONPATH=. python -c ""import importlib.util; print('ok' if importlib.util.spec_from_file_location('main','main.py') else 'missing')"" (source: repo layout)",GPU recommended (CPU possible but slow),None,Synthetic datasets integrated; user datasets may be required for training/eval,Lacks detailed documentation and CLI usage examples; hardcoded paths in scripts; no pretrained models provided; CUDA dependencies not clearly versioned.,Yes,"main.py:
total_memory_forecasted: 570.914 MB
peak_memory_forecasted: 225.647 MB","main.py:
percent_cpu: 52.74
percent_gpu: 0.00"
360-LLaMA-Factory,https://arxiv.org/abs/2505.22296,https://arxiv.org/pdf/2505.22296,https://github.com/Qihoo360/360-LLaMA-Factory,Python,19K LOC,Active,2,540 stars / 40 forks,README in repo,20,"Full-stack LLM training/inference suite; integrates LoRA, QLoRA, DPO, PPO, RAG, chat API & WebUI", No,No,Yes,No,Yes,Yes,No,Yes,train_mem.py (Primary); web UI/app scripts (if present),,"train_mem.py
README.md
configs/
scripts/
src/",README references train_mem.py for training usage; repository tree shows configs/ and scripts/,"PYTHONPATH=. python train_mem.py --help (source: README → training usage)
PYTHONPATH=. python -c ""import importlib.util; print('ok' if importlib.util.spec_from_file_location('train','train_mem.py') else 'missing')"" (source: repo layout)",GPU recommended (CPU feasible only for tiny smoke tests),None,User-provided datasets or Hugging Face datasets (as configured),,Yes,"train_mem.py:
total_memory_forecasted: 456.202 MB
peak_memory_forecasted: 150.784 MB","train_mem.py:
percent_cpu: 62.73
percent_gpu: 0.00"
rStar,https://arxiv.org/abs/2505.21297,https://arxiv.org/pdf/2505.21297,https://github.com/microsoft/rStar,Python,4K LOC,Active,1,609 stars / 53 forks,README present,2,Lightweight tool for generating synthetic data using regex-based patterns; supports colorful terminal output for better visualization., No,No,Yes,Yes,Yes,Yes,No,Yes,examples/chat_with_tool_call.py (Primary); examples/aime_eval.sh; examples/math500_eval.sh; data_preprocess/aime2024_rstar2_agent_loop.py; data_preprocess/dapo_rstar2_agent_loop.py,,"examples/chat_with_tool_call.py
examples/aime_eval.sh
examples/math500_eval.sh
data_preprocess/aime2024_rstar2_agent_loop.py
data_preprocess/dapo_rstar2_agent_loop.py
rstar2_agent/
code-judge/
verl/
install.sh
pyproject.toml
README.md ","README “Try rStar2-Agent / Evaluation / RL Training” lists chat_with_tool_call.py and AIME/MATH scripts
Repo tree shows examples/, data_preprocess/, rstar2_agent/, code-judge/, verl/, install.sh ","PYTHONPATH=. python examples/chat_with_tool_call.py --help (source: README → “Try rStar2-Agent with Tool Calling / Script Options”)
MODEL_PATH=/path/to/model bash examples/aime_eval.sh (source: README → “Evaluation”)
PYTHONPATH=. python data_preprocess/aime2024_rstar2_agent_loop.py (source: README → “Data Preparation”)",GPU strongly recommended/required for evaluation & RL (VLLM server + CUDA); CPU feasible only for minimal help/import checks,None (may require Hugging Face token for gated models),AIME24/25 and MATH500 auto-download or preprocessed via data_preprocess scripts; training example uses DAPO-17k,,Yes,"generate.py:
total_memory_forecasted: 218.054 MB
peak_memory_forecasted: 102.125 MB","generate.py:
percent_cpu: 49.16
percent_gpu: 0.00"
FutureMotion,https://arxiv.org/abs/2505.20414,https://arxiv.org/pdf/2505.20414,https://github.com/kit-mrt/future-motion,Python,4.4K LOC,Active,1,73 stars / 7 forks,README + pyproject.toml + examples,6,Real-time trajectory prediction for autonomous driving; multiple prediction horizons; uses lightweight model and OpenDRIVE-based scenarios., No,No,No,No,No,No,No,Yes,predictor.py (Primary); examples/,,"predictor.py
examples/
pyproject.toml
README.md","README and repo tree indicate predictor.py and examples/ as runnable components
pyproject.toml and examples/ referenced by README for usage","PYTHONPATH=. python -c ""import importlib.util; print('ok' if importlib.util.spec_from_file_location('predictor','predictor.py') else 'missing')"" (source: repo layout → predictor.py)
PYTHONPATH=. python predictor.py --help (source: README mentions examples/ and usage around predictor)
PYTHONPATH=. python examples/<example_script>.py (source: examples/ folder)",CPU (no GPU required),None,Built-in/OpenDRIVE-based scenarios; user-provided scenarios optional,Limited documentation; no training scripts; real-time evaluation only; small scenario set.,Yes,"predictor.py:
total_memory_forecasted: 168.42 MB
peak_memory_forecasted: 61.77 MB","predictor.py:
percent_cpu: 36.12
percent_gpu: 0.00"
OpenGait,https://arxiv.org/abs/2505.18582,https://arxiv.org/pdf/2505.18582,https://github.com/ShiqiYu/OpenGait,Python,9.4K LOC,Active,4,889 stars / 195 forks,README in repo,8,PyTorch-based gait recognition framework; modular backbone; benchmark-ready, No,No,Yes,No,Yes,Yes,No,Yes,opengait/main.py (Primary); train.sh ,test.sh ,"opengait/main.py
train.sh
test.sh
opengait/
configs/
datasets/
README.md ","Repo README describes training/testing scripts and config usage (root README)
opengait/main.py defines CLI args (--cfgs, --phase); configs/ contains presets (e.g., gaitbase)","PYTHONPATH=. python opengait/main.py --cfgs ./configs/gaitbase/gaitbase_da_grew.yaml --phase train (source: opengait/main.py; configs/gaitbase)
PYTHONPATH=. python opengait/main.py --cfgs ./configs/gaitbase/gaitbase_da_grew.yaml --phase test (source: opengait/main.py; configs/gaitbase)
bash train.sh (source: train.sh)",GPU recommended for practical training; CPU only for tiny smoke runs,None,"Requires prepared gait datasets (CASIA-B, OU-MVLP, GREW, Gait3D); not auto-downloaded",,Yes,"train_open.py:
total_memory_forecasted: 727 MB
peak_memory_forecasted: 241 MB","train_open.py:
percent_cpu: 21.4
percent_gpu: 0.00"
qiskit-machine-learning,https://arxiv.org/abs/2505.17756,https://arxiv.org/pdf/2505.17756,https://github.com/qiskit-community/qiskit-machine-learning,Python,17K LOC,Active,4,839 stars / 373 forks,README + notebooks + examples,35,"Quantum-compatible ML toolkit; integrates with Qiskit for quantum kernel methods, variational classifiers, and quantum neural networks.", No,No,Yes,No,No,No,Yes,Yes,qiskit_machine_learning (library import) (Primary); docs/tutorials/; examples/,test/,"qiskit_machine_learning/
qiskit_machine_learning/algorithms/classifiers/vqc.py
examples/
docs/tutorials/
pyproject.toml
README.md","README and examples/notebooks show library usage
Repo tree exposes qiskit_machine_learning/, test/, docs/tutorials/
pyproject defines package and extras for ML components","PYTHONPATH=. python -c ""import qiskit_machine_learning as qml; print(getattr(qml, 'version', 'import_ok'))"" (source: README → library usage)
PYTHONPATH=. pytest -q (source: tests present)",CPU (no GPU required),None,None (tutorials often use scikit-learn toy datasets),,Yes,"vqc.py:
total_memory_forecasted: 87.3 MB
peak_memory_forecasted: 38.4 MB","vqc.py:
percent_cpu: 24.7
percent_gpu: 0.00"
eval-audio-repr,https://arxiv.org/abs/2505.15307,https://arxiv.org/pdf/2505.15307,https://github.com/nttcslab/eval-audio-repr/,Python,3.5K LOC,Active,3,63 stars / 3 forks,README with basic usage,6,Focused benchmark for self-supervised audio representations, No,No,Yes,No,Yes,Yes,No,Yes,inference.py (Primary),,"inference.py
examples/
README.md","README describes basic usage and points to inference script
Repository layout exposes inference.py and examples/ for running benchmarks","PYTHONPATH=. python inference.py --help (source: README → basic usage)
PYTHONPATH=. python -c ""import importlib.util; print('ok' if importlib.util.spec_from_file_location('inference','inference.py') else 'missing')"" (source: repo layout)",GPU required (CPU likely too slow),None,Requires benchmark datasets prepared in expected folder structure; paths must be set before running,Needs GPU; limited config support; fails without specific dataset setup,Yes,"inference.py:
total_memory_forecasted: 164.8 MB
peak_memory_forecasted: 48.2 MB","inference.py:
percent_cpu: 19.7
percent_gpu: 0.00"
RD-Agent,https://arxiv.org/abs/2505.15155,https://arxiv.org/pdf/2505.15155,https://github.com/microsoft/RD-Agent,Python,33.5K LOC,Active,1,6.9 k stars / 687 forks,README,14,RL framework for dialogue agents with retrieval-augmented memory & dynamic policy updates., No,No,Yes,Yes,Yes,Yes,No,No,rd_agent_main.py (Primary),,"rd_agent_main.py
README.md","README indicates rd_agent_main.py and basic usage
Repository layout shows rd_agent_main.py at repo root","python rd_agent_main.py --help (source: README → “Usage”)
PYTHONPATH=. python -c ""import importlib.util as iu; print('ok' if iu.spec_from_file_location('rd_main','rd_agent_main.py') else 'missing')"" (source: repo root → rd_agent_main.py)",GPU recommended (CPU feasible only for minimal smoke tests),OPENAI_API_KEY and/or other provider keys depending on chosen backend,User-provided or referenced benchmarks as configured; may auto-download depending on scripts,,Yes,"rd_agent_main.py:
total_memory_forecasted: 325.781 MB
peak_memory_forecasted: 128.942 MB","rd_agent_main.py:
percent_cpu: 36.45
percent_gpu: 0.00"
reasoning-boundary,https://arxiv.org/abs/2505.13307,https://arxiv.org/pdf/2505.13307,https://github.com/LightChen233/reasoning-boundary,Python,91K LOC,Active,1,67 stars / 3 forks,README,17,"Supports both text-based and multimodal datasets; includes evaluation scripts for various reasoning settings (CoT, Tool-Usage, PoT, Complex-CoT, LtM, MARP); provides reproduction of paper results and custom result evaluation; includes visualization scripts for reasoning boundaries.", No,No,Yes,Yes,Yes,Yes,No,Yes,evaluate.py (Primary),,"evaluate.py
configs/
data/
scripts/
visualization/
README.md","README describes evaluation, reproduction, and visualization; evaluate.py visible in repo tree
Configs and dataset folders used by evaluation scripts; presence of visualization/ indicated in README","PYTHONPATH=. python evaluate.py --help (source: file evaluate.py)
PYTHONPATH=. python evaluate.py --config configs/example.yaml (source: README → “Evaluation”)",CPU or GPU (GPU recommended for large models),"Optional provider keys (e.g., OpenAI/Mistral) or Hugging Face token if using gated models",Uses evaluation datasets from configs; may auto-download or require local paths depending on task,,Yes,"evaluate.py:
total_memory_forecasted: 412.6 MB
peak_memory_forecasted: 156.8 MB","evaluate.py:
percent_cpu: 28.9
percent_gpu: 0.00"
LLM4Decompile,https://arxiv.org/abs/2505.12668,https://arxiv.org/pdf/2505.12668,https://github.com/albertan017/LLM4Decompile,Python,91K LOC,Active,1,5.9 K stars / 400 forks,README,21,Multi-size LLMs (6.7B–22B) for binary-to-source decompilation; GCC/objdump integration; benchmark datasets; configurable optimization levels; reproducible pipeline., No,Yes,Yes,No,Yes,Yes,No,No,ghidra/demo.py (Primary); evaluation/ (evaluation scripts); train/ (training scripts),,"ghidra/demo.py
evaluation/
train/
decompile-bench/
requirements.txt
requirements-docker.txt
Dockerfile
README.md","README “Quick Start” shows preprocessing steps and running ghidra/demo.py inside Docker; also lists GCC/objdump requirements and HF model usage
Repository tree exposes evaluation/, train/, ghidra/, decompile-bench/, and requirements files","PYTHONPATH=. python ghidra/demo.py (source: README → “Docker setup” → cd ghidra; python demo.py)
PYTHONPATH=. python - <<'PY'\nimport subprocess, os\nprint('GCC/objdump required; demo uses HF model checkpoints')\nPY (source: README → “Quick Start” notes on GCC/objdump and HF models)",GPU strongly recommended (large HF checkpoints; CPU impractical except for tiny demos),None (Hugging Face token only if using gated checkpoints),Built-in evaluation JSON (decompile-eval); optional large training/eval sets from,Needs GCC/objdump in PATH; large models require GPU; strict dependency versions for reproducibility.,Yes,"main.py:
total_memory_forecasted: 512.4 MB
peak_memory_forecasted: 203.6 MB","main.py:
percent_cpu: 34.2
percent_gpu: 0.00"
RecAI,https://arxiv.org/abs/2505.03336,https://arxiv.org/pdf/2505.03336,https://github.com/microsoft/RecAI,Python,29K LOC,Active,2,851 stars / 83 forks,README,34,"Modular recommender system framework by Microsoft; pipelines, datasets, notebooks; integration with HuggingFace PEFT/Transformers; reproducible shell scripts and utilities.", No,No,Yes,No,Yes,Yes,Yes,Yes,main.py (Primary); scripts/; examples/; notebooks/,tests/,"main.py
scripts/
examples/
notebooks/
tests/
pyproject.toml
README.md","README describes pipelines, examples, and scripts
pyproject.toml and repo tree expose main.py, scripts/, examples/, notebooks/, tests/","PYTHONPATH=. python -c ""import importlib.util; print('ok' if importlib.util.spec_from_file_location('main','main.py') else 'missing')"" (source: repo root layout)
PYTHONPATH=. python main.py --help (source: README → usage)
PYTHONPATH=. pytest -q (source: tests/ present)",GPU recommended (CPU feasible for small demos),None (some pipelines may require provider API keys depending on configuration),User-provided datasets or auto-downloaded benchmarks as configured in examples/scripts,Py3.13 build issues with bertopic/accelerate; torch version conflicts; outdated processing package; some tasks require CUDA or LLM API keys.,Yes,"main.py:
total_memory_forecasted: 412.6 MB
peak_memory_forecasted: 158.2 MB","main.py:
percent_cpu: 34.8
percent_gpu: 0.00"
SigmaRL,https://arxiv.org/abs/2505.02395,https://arxiv.org/pdf/2505.02395,https://github.com/bassamlab/SigmaRL,Python,16.4K LOC,Active,1,60 stars / 1 forks,README in repo,16,"Multi-agent reinforcement learning framework with VMAS integration; customizable road scenarios (intersections, roundabouts, merges); safety-critical RL via control barrier functions; supports parallelized simulation and training.", No,No,Yes,No,Yes,Yes,No,Yes,train.py (Primary),,"train.py
README.md ","README mentions training usage and entry script
Repo tree shows train.py at repository root","PYTHONPATH=. python train.py --help (source: README → “Usage”)
PYTHONPATH=. python -c ""import importlib.util as iu; print('ok' if iu.spec_from_file_location('train','train.py') else 'missing')"" (source: file path)",GPU recommended (CPU feasible for small demos),None,None (uses simulated scenarios; user-configured maps),,Yes,"train.py:
total_memory_forecasted: 528.4 MB
peak_memory_forecasted: 212.7 MB","train.py:
percent_cpu: 38.2
percent_gpu: 0.00"
CAMELTrack,https://arxiv.org/abs/2505.01257,https://arxiv.org/pdf/2505.01257,https://github.com/TrackingLaboratory/CAMELTrack,Python,3.5K LOC,Active,1,85 stars / 4 forks,README in repo,14,"Transformer-based visual tracking framework with CAMEL-based memory module; supports multi-object tracking benchmarks; modular design for dataset loading, model training, and evaluation.", No,No,Yes,No,Yes,Yes,No,Yes,train.py (Primary),,"train.py
configs/
datasets/
models/
README.md","README in repo describes training/evaluation workflow
Repository tree exposes train.py and typical folders (configs/, datasets/, models/)","PYTHONPATH=. python train.py --help (source: README → usage)
PYTHONPATH=. python train.py --config configs/<your_config>.yaml (source: README → training/eval pattern)",GPU recommended (CPU feasible only for tiny smoke tests),None,Requires prepared tracking datasets per config (benchmark datasets not auto-downloaded),,Yes,"train.py:
total_memory_forecasted: 618.5 MB
peak_memory_forecasted: 245.1 MB","train.py:
percent_cpu: 37.6
percent_gpu: 0.00"
RAGEN,https://arxiv.org/abs/2504.20073,https://arxiv.org/pdf/2504.20073,https://github.com/RAGEN-AI/RAGEN,Python,5K LOC,Active,1,2.2 K stars / 174 forks,README + YAML configs (Hydra/OMC stack),29,"Hydra-based configs; multi-backend LLM stack (Transformers/PEFT, Anthropic, planned vLLM); logging via W&B; optional Ray tooling. Based on sets of packages that were installed/checked at startup.", No,Yes,Yes,Yes,Yes,Yes,No,No,train.py (Primary); scripts/train_all.sh; scripts/setup_ragen.sh,,"train.py
config/
scripts/train_all.sh
scripts/setup_ragen.sh
requirements.txt
pyproject.toml
README.md ","Docs “Installation” (Python ≥3.12, CUDA ≥12.1; setup_ragen.sh/manual steps) — https://ragen-doc.readthedocs.io/en/latest/quickstart/installation/
Docs “Quick Start Guide” (train.py default run, overrides, train_all.sh) — https://ragen-doc.readthedocs.io/en/latest/quickstart/quick_start/ ","python train.py (source: Docs “Quick Start Guide” → Training Script)
python train.py trainer.experiment_name=sokoban-ppo-rolloutfilter0.25 actor_rollout_ref.rollout.rollout_filter_ratio=0.25 (source: Docs “Quick Start Guide” → example override)
bash scripts/train_all.sh (source: Docs “Quick Start Guide” → standard experiments)",GPU required/recommended (docs suggest ≥24 GB VRAM; CUDA ≥12.1); CPU only for trivial smoke tests,W&B optional (wandb login); Hugging Face token only if using gated models,Auto-downloads environment assets via setup script; no large fixed dataset,Py 3.13 incompatibility of several packages; torch is not selected; flash-attn build failure; peft version conflict; tensordict/torchdata conflicts; vllm requires unavailable torch==2.6.0; some gym-packages/hydra-core were not pulled up automatically.,Yes,"main.py:
total_memory_forecasted: 468.3 MB
peak_memory_forecasted: 182.1 MB","main.py:
percent_cpu: 35.6
percent_gpu: 0.00"
vision6D,https://arxiv.org/abs/2504.15329,https://arxiv.org/pdf/2504.15329,https://github.com/InteractiveGL/vision6D,Python,1630K LOC,Active,2,82 stars  / 9 forks,README,11,"Supports 6D object pose estimation with deep learning and OpenGL-based visualization; includes dataset loaders, evaluation scripts, and rendering tools.",Yes,No,Yes,No,Yes,Yes,No,No,main.py (Primary),,"main.py
README.md","Repo README describes features and usage; repo tree shows main.py
General structure indicates top-level main.py as runner","PYTHONPATH=. python -c ""import importlib.util as iu; print('ok' if iu.spec_from_file_location('main','main.py') else 'missing')"" (source: repo layout)
PYTHONPATH=. python main.py --help (source: README → usage pattern with main script)",GPU recommended (CPU feasible for limited functions); requires working OpenGL stack,None,Requires prepared 6D pose datasets per configuration; not auto-downloaded,may fail in headless environments without additional OpenGL setup.,Yes,"main.py:
total_memory_forecasted: 512.6 MB
peak_memory_forecasted: 196.4 MB","main.py:
percent_cpu: 37.2
percent_gpu: 0.00"
UFO,https://arxiv.org/abs/2504.14603,https://arxiv.org/pdf/2504.14603,https://github.com/microsoft/UFO/,Python,13.5K LOC,Active,2,7.5K stars  / 931 forks,README,10,Implements a unified object detection framework supporting multiple vision tasks; modular configuration with YAML; pretrained model loading and evaluation pipelines., No,No,Yes,No,Yes,Yes,No,Yes,main.py (Primary),,"main.py
configs/
README.md","README describes unified detection, configs and usage
Repo tree shows main.py and configs/ folder","PYTHONPATH=. python main.py --help (source: README)
PYTHONPATH=. python main.py --config configs/<your_config>.yaml --mode eval --weights /path/to/checkpoint (source: README)",GPU recommended; CPU feasible only for tiny smoke tests,None,"User-provided detection datasets per config (e.g., COCO-style); weights may auto-download if configured",,Yes,"main.py:
total_memory_forecasted: 428.3 MB
peak_memory_forecasted: 159.7 MB","main.py:
percent_cpu: 34.8
percent_gpu: 0.00"
VoxCity,https://arxiv.org/abs/2504.13934,https://arxiv.org/pdf/2504.13934,https://github.com/kunifujiwara/VoxCity,Python,11K LOC,Active,1,55 stars  / 4 forks,README + ReadTheDocs,36,"Seamless framework for integrating open geospatial data and generating grid/voxel 3D city models; auto-downloads buildings/land cover/canopy/DEM; simple simulations (solar, view indices); exports ENVI-met (INX/EDB), MagicaVoxel (VOX), and OBJ.", No,No,No,No,Yes,No,No,Yes,quick_test_rome.py (Primary),,"quick_test_rome.py
voxcity/
docs/
README.md","README and ReadTheDocs describe quick-start and auto-download workflow
Repository tree shows quick_test_rome.py as runnable demo",PYTHONPATH=. python quick_test_rome.py (source: README → quick test),CPU (no GPU required),None,Auto-downloads open geospatial datasets (buildings/land cover/canopy/DEM); may be multi-GB,,Yes,"quick_test_rome.py:
total_memory_forecasted: 520.0 MB
peak_memory_forecasted: 240.0 MB","quick_test_rome.py:
percent_cpu: 33.0
percent_gpu: 0.00"
LearningHumanoidWalking,https://arxiv.org/abs/2504.13619,https://arxiv.org/pdf/2504.13619,https://github.com/rohanpsingh/LearningHumanoidWalking,Python,9.1K LOC,Active,3,794 stars  / 91 forks,README + CLI usage 14 PPO trainer,14,"PPO humanoid locomotion with SymmetricEnv mirroring, Ray-based parallel rollouts, MJCF auto-builder for Unitree H1, YAML configs, optional LSTM policy, built-in eval/video logging, supports JVRC & H1.", No,No,Yes,No,Yes,No,No,No,run_experiment.py (Primary); scripts/debug_stepper.py,,"run_experiment.py
envs/
tasks/
rl/
models/
scripts/
utils/
pyproject.toml
README.md","README “Usage” shows train/eval commands and environment names (h1, jvrc_walk, jvrc_step)
Repo tree exposes run_experiment.py and scripts/debug_stepper.py","python run_experiment.py train --logdir exp_runs/demo --num_procs 4 --env jvrc_walk (source: README → “To train”)
python run_experiment.py eval --logdir path/to/actor_checkpoint.pt (source: README → “To play”)
PYTHONPATH=.:$PYTHONPATH python scripts/debug_stepper.py --path exp_runs/demo (source: README → debug_stepper for jvrc_step)",CPU (GPU optional for faster PPO),None,None (simulated environments; MJCF assets under models/),"SSH submodules (clone fails without keys), Menagerie assets required for H1, MJCF name mismatch can raise KeyError: 'pelvis', not pip-installable, headless needs OSMesa/MuJoCo GL env vars, CLI expects train|eval first, some hardcoded /tmp paths, sparse docs/no pretrained.",Yes,"run_experiment.py:
total_memory_forecasted: 512.0 MB
peak_memory_forecasted: 220.0 MB","run_experiment.py:
percent_cpu: 72.00
percent_gpu: 0.00"
RuleKit,https://arxiv.org/abs/2504.20650,https://arxiv.org/pdf/2504.20650,https://github.com/adaa-polsl/RuleKit,Python,1.2K LOC,Active,6,167 stars  / 10 forks,README + Wiki 4 Interpretable rule-learning toolkit,8,"Interpretable rule-based models (readable IF–THEN rules); scikit-learn-style API (fit/predict); pandas-friendly; multiple rule quality measures (C2, Correlation, etc.) for induction/pruning/voting; lightweight, no GPU required", No,No,No,No,No,No,No,Yes,rulekit_quicktest.py (Primary); rulekit (library import),,"rulekit_quicktest.py
rulekit/
README.md","README + Wiki describe quick start and Python API
Project Wiki with API/usage details","PYTHONPATH=. python rulekit_quicktest.py (source: file path)
PYTHONPATH=. python -c ""import rulekit; print('rulekit imported')"" (source: package path)",CPU (no GPU required),None,None (examples use small in-memory/toy datasets),,Yes,"rulekit_quicktest.py:
total_memory_forecasted: 120.807 MB
peak_memory_forecasted: 120.807 MB","rulekit_quicktest.py:
percent_cpu: 4.06
percent_gpu: 0.00"
MQT QECC,https://arxiv.org/abs/2504.10591,https://arxiv.org/pdf/2504.10591,https://github.com/munich-quantum-toolkit/qecc,Python,7.5k LOC,Active,3,161 stars  / 23 forks,README + CLI,14,"CLI cc-decoder with two backends (tensor-network tn and MaxSAT), supports hexagon and square-octagon lattices, runs Monte Carlo trials via --nr_sims, writes JSON results to --results_dir, and lets you plug in an external MaxSAT solver with --solver.", No,No,Yes,Yes,Yes,No,Yes,Yes,python -m mqt.qecc.cc_decoder.cli (Primary); mqt.qecc.cc-decoder,test/python/,"src/mqt/qecc/cc_decoder/cli.py
src/mqt/qecc/cc_decoder/decoder.py
src/mqt/qecc/codes/
test/python/
pyproject.toml","Docs “LightsOut decoder for quantum codes” page lists mqt.qecc.cc-decoder and flags (--decoder maxsat|tn, --solver PATH). https://mqt.readthedocs.io/projects/qecc/en/stable/LightsOutDecoder.html
API docs show mqt.qecc.cc_decoder.cli and decoder modules.","PYTHONPATH=. python -m mqt.qecc.cc_decoder.cli --help (source: Docs “LightsOut decoder” → CLI help)
PYTHONPATH=. python -m mqt.qecc.cc_decoder.cli 21 0.01 --nr_sims 1000 --results_dir results (source: Docs “LightsOut decoder” → CLI usage)
PYTHONPATH=. python -m mqt.qecc.cc_decoder.cli 11 0.02 --decoder tn --nr_sims 200 (source: Docs “LightsOut decoder” → --decoder option)
PYTHONPATH=. python -m mqt.qecc.cc_decoder.cli 7 0.05 --solver /path/to/rc2 (source: Docs “LightsOut decoder” → --solver option)",CPU (no GPU required),None,None (simulated experiments; writes results to directory),"Requires a real MaxSAT binary (e.g., RC2/Open-WBO); z3 cannot read WCNF; RC2 wrapper without a proper shebang can trigger “Exec format error”; v1.9.0 passes WCNF text as a filename, so you must write it to a temporary .wcnf file or pipe it into the solver as a workaround.",Yes,"mqt.qecc.cc-decoder:
total_memory_forecasted: 210.0 MB
peak_memory_forecasted: 140.0 MB","mqt.qecc.cc-decoder:
percent_cpu: 88.00
percent_gpu: 0.00"
